customer_no,store_id,id,uuid
201806-012854,lagomcoffee,7309,10e73e78-d600-44cd-847a-f2332ccf8d6f
201700-002588,lagrandevinotheque,3841,42dfd74f-fc05-4022-a6c6-8db0b31dffc2
,lahousefs,3151,b6f33207-6d76-4a0a-8279-435719cf5ebc
201810-015454,lahuhu001,8644,77251735-4350-4477-a022-44cb491f038a
,lajoy,6886,fa749a67-1f59-4eb1-b707-f556dff39cee
201712-002506,lalader,5925,5bf78167-7a89-4eb1-8956-457b81c4ca51
,lali3388,7244,cc01a5ad-d59a-48f5-bdb6-95ddda795824
201700-001108,lamaison2016,1453,53521099-f8d8-4d1c-a7f7-674343b8d2c9
,lamiettecafe,3941,07404fdc-7428-43ca-aafd-9474f9e0f1da
201700-001156,lamigo5566,1515,78635f76-8a31-4ee3-bb4a-d96f92a37703
201700-002791,lamis,4119,33f1344b-2ffa-4942-a3d2-7733b69a9c38
201804-011677,lanbingyou,6932,9c92fa45-1f64-4848-a686-e9e16b2636ba
,lane5,8396,d7220bdd-cea9-4f5b-b85a-15d890758e24
201700-003955,lanecorner,5789,d96ab2b9-fc61-4c1a-a58e-73d10ff9a4b4
201700-001493,langlangdontcry,2046,8463a78a-1f86-437c-b515-2462846ccf1f
201707-000586,langlangtaichung,4833,cba001d9-7ef1-4c0d-a0eb-e3ab88d58e17
201807-013483,lanphuong,7764,e18d28e7-58d2-41a6-9445-d5a65c398fa6
201700-002454,lanpo,3513,c6874b48-5fe6-466b-9ef9-20b0ef74488c
201802-003376,lanyurover,6362,9aa2a4c0-fc81-4648-b8f1-cc327d586069
,LAODENG,4717,0b3f081f-4e2d-4449-be27-ebc0d337bf19
201807-013641,laojian1972,8084,6ea48a34-6acc-452c-8549-638a929ca529
201803-010851,laoma1,6715,15cebefb-c7ae-4152-8a7d-3ac98cb40e96
,laoo30286501,8372,c47289b9-1e46-484c-9567-032e424105e4
,laoshanxi01,5528,a5980a72-0f21-4abd-a2f2-219c1eb05df9
201700-001730,laotsao,2455,90a910f5-1912-43f3-b499-4ebb3e898204
201700-001861,lapizza,2653,01b48a09-5050-4658-974e-a668b60a1151
,LaRepublica,5424,41570a18-d5e0-4a8f-8de3-1a67fc0e9ceb
,laterrasse,7494,84b25313-7acd-4e25-9f15-9e77940e2d70
,lavidabonita,6989,532db9f9-9477-40e3-ae60-fb9f72777e4a
,laviepie,2540,3e422bad-c0c2-4069-b19c-ffd62534b5b6
201806-012926,lawrence,7269,58dc7276-0ad4-44bc-939b-6825365bac6e
201700-001269,lazyday,1730,b4f910d8-9c92-4ca7-b627-eaf932a681e6
201700-003064,lazypig,4503,1295d26d-385d-48ed-8f65-6d0aac12f62d
201700-003045,LBC,4496,5988ff1e-a3b0-4acc-8d2d-3d944569e867
201700-002854,lbcafe,4228,f4d2d1d6-09d7-44a9-b4d7-64d32acd8fb2
,lc778899,9003,7d4ea79a-073b-4d63-8d89-eda7ba7e2d37
201709-001212,lcbcodonbleu,5912,2214d19a-48a2-4464-a16e-dee16a970c40
201700-001442,lctaipei,2014,73d8136d-2c67-4e05-90a2-41b1c50e1447
201708-000680,LDYTAIPEI,4793,755b2b97-f9a3-41bc-8794-c3386ac3f620
201700-003293,learnlovehomemade,4819,82e65c85-4f73-44fc-8f32-a570484e10d1
,leaveroom,7994,044e5175-2fc3-4dc0-923d-f3cce727d81f
201700-001619,leblanc,2325,00829017-e521-457f-9427-90e843fc5dbd
,leblueballon,1945,d0ac1536-c226-4543-a202-4710b04fec89
201700-003031,lecafe,4401,4d60690e-276e-4990-939f-97fb9fc3aceb
201801-003075,lecafe02,5982,8452a8ca-62a6-4cd9-962b-55ae45e9e3e5
,lecafepur0417,4623,75b853bc-268e-48f3-875d-7c0186ab144f
201700-001484,leceleste,2073,d3b1a600-a265-40e1-bddb-78957884a69d
201700-001460,LECHIC,2246,1b99a66f-3c27-4e72-a0c8-925f3792a49b
201708-001070,lechien0710,5100,7d88aa20-835f-4fe8-9a0a-8df24ef0e8e6
,lecoldnoodle,2124,b2426510-f2c6-4c04-8b4c-c5a6ccfeada9
,lee388001,8460,01d41eb0-1ef8-4a2a-800e-278e08d855d8
201700-002472,leelistw2016,3533,42d9ff24-8c5f-4dd8-997d-072dcd3bb036
201700-000342,LEFT,722,843070d9-7bdc-401e-9e50-997404751b53
201808-013912,legendfun,8083,e9d032d6-eb77-42c7-bcf3-97d91d64462d
,lele0517,6744,17134c00-c990-48eb-8845-1ccbc98746fe
,lelove120,3675,986ddeda-1d44-41cf-a1e0-fc3e5506f391
,lemaree2016,2249,54a547de-72d0-40f1-a9bd-b231c08081aa
201807-013124,lemonbasil,8000,8bafe1d0-6cd3-47a6-af28-9592489a9dcd
201710-001500,lemondeentier,5487,84bfc42d-bc56-450e-9f52-64411f4a3d91
,leo73829,7420,c48913c6-cbdb-47e1-8c53-8c0a2ebc5bb0
201802-010384,leokk4,6253,4adb590c-719f-454c-adec-add6388c7f49
201700-001547,leparcdeschoux,2164,fb3c2d98-9d6b-459e-be57-f792aae9fdeb
,lepartage,2299,bd5d4727-516d-4eb4-a067-5206a7bc5884
,lepiccolecose,3146,ebada794-1cb8-441d-8119-e771ba99b5cd
,leprologue0389,5749,86036406-dcc6-4e6e-b9f3-5eff97656d36
201700-002046,lerouge,4750,8668ed2a-1f56-4a23-8b25-7eacc996b1fd
,lesouffle,5096,236b0b68-76c2-4791-8862-684cf43da3c6
201712-002382,letemps1998,5639,33ad4085-341b-47c9-8cfe-95fd67860c91
,letseat,49,9c5684c3-c5cd-4961-a7c2-557545a1ee60
201708-000627,letsgohotpot,4687,f197906b-c5e8-479b-9f73-87fbc96a396c
201808-013688,letvillagebelight,8219,6130438f-1168-4663-9497-e67bb84950ab
,LHH,1513,99ab7cbc-7ac5-466f-9f8b-1147527e5d67
201804-011444,lhkristin,7313,85442c02-faaf-4049-af30-0cd94a442360
201809-014765,lia52326231,8768,5380579a-5c7d-41fe-b9d2-15a94b930284
201806-012711,liang,7510,4e926766-3df4-4e0a-bfc1-6d62243c87b5
201700-001907,lianghao,2750,ecf82594-7c71-4c52-a107-dbeaa1f1ec9a
,lianglianghang,5756,3edfb66c-91da-413c-a7c4-a4aa1d384101
201709-001466,lianglianghao10,5042,d49ef0ad-89d5-46e4-b0d3-569de6acb749
201709-001467,lianglianghao11,5024,ba6a3ad6-07fc-4027-a1e9-eeb700d74b03
,lianglianghao12,5043,777156cc-8117-495f-9743-49dc887cae87
,lianglianghao13,5465,d1509d7f-07f8-4744-9170-36f5d70071f2
201700-001606,lianglianghao2,2286,8522ca2f-749f-418c-828e-7074e1b0c7dc
,lianglianghao4,2661,bd0cc33b-a4af-45b9-aa18-e56d85cdc709
201700-001998,lianglianghao6,2901,df33ad07-b776-4a3a-8f86-45b35d5585f4
201700-002526,lianglianghao9,3646,4f35809c-c73a-422c-b665-b59af646fac0
,liangmanltd,7666,b674b321-5306-4dff-ad4a-d14d51736339
201807-013623,liangxin00,7709,fd38b4a2-3418-4f75-bb02-bd711f50047a
201700-001359,liberocoffee,1880,0963bd0a-5dda-469b-991f-d54b5fc80a8e
201710-001584,libido,5111,89845af8-6a5d-48ce-97f7-b192a92bd98a
201700-002518,lideecafe,3574,df605a00-c531-42f8-a7f0-3bb27d90c5ef
201804-011233,lideesweet,6658,b7b8a91c-73ee-478b-a06f-dcf9ac197f54
201802-010361,lifang,6436,33af85cb-1acb-4d88-9ef5-3d96178d1064
201700-003991,lifekitchen,6000,1e9324e0-318c-415a-a933-53a71341c975
201700-002361,lightbar,3283,fd74c24e-d773-4b22-b596-5ba19643a019
,lightbeam,5288,9da1b55b-e4c7-4ed0-97f1-d820a1d86f8e
,lighthouse,6110,2b07e0c6-711a-4256-9178-57a102f4ae24
,lighthouse17523,7407,72c01187-f5c2-4ac6-a7de-7924cf971248
201802-010338,lihfarn168,6174,a98ec0a6-f139-425e-88ae-f955a7bf1c69
201700-001922,lilianshouse,2796,7b1ef086-1f52-43a8-8f58-b23747430ba7
201707-000575,lily1369,4667,01ef726e-8573-426f-9b23-44ccff745c10
,lin0512,4368,84a546e5-dbfb-48b8-9b48-644a5871355f
,lin072058,7780,567a2047-6215-4db9-a70c-a78302bc9ca2
,lin16345471,7248,b4b2e16e-e8e5-4f76-9956-0356882700cc
,lin610527,7296,5a2c4b8a-8bd0-40bf-97d5-b10098296b2a
201711-002273,lin72489438,5553,dcaded9f-6ce0-48a9-b4f7-08cac23d2787
,lines07,1796,39848634-7e5f-4e17-98e2-3caf7908230b
201700-001760,lingos,2486,30c594f9-1c0d-451d-825a-ddc62addd8cf
,lingyu2sammi,6901,a45261e2-6976-4aec-92ab-11a81e186f9c
201708-000856,linseafood,4697,4c0e9bc8-8962-47ab-a669-c4ed250d44b7
201707-000581,lion0811,4665,46789759-c7d7-4d20-ba5a-19889558d98d
,lisenlin89,8809,7fd5d22c-cb40-452f-bca2-3c8e1ab75e77
,listenbistro,5867,c9c78a2f-10ea-4d1a-a16e-51371f408242
201700-001451,lisui01,2008,90624a99-d2e1-46d3-951a-c1250f960c85
201700-002127,lisui02,2009,bdd6f918-f41d-4b31-90ae-8ed491c8445b
201711-002212,litterriver,6035,e6aff038-1778-4734-90da-aa30957157d4
,littlebean,7023,0d3d7de3-512b-405f-9182-fde0fd03dc62
,littlecha,8027,52a7c9c4-9a67-45bb-be68-2a286dd5cae4
,littlefat227,7833,ec9182d3-9f7a-4aee-85d7-476098a566ec
201700-002895,littlegreen,4302,ec2eec46-0ab1-444f-8f56-72f2898228a0
201707-000536,littlehill,5074,d3c04d9a-0c3b-4572-9691-355ac15e181d
201700-002851,littlejoy,4230,f87f2f17-5980-4250-a6ab-89cadb0781fc
201700-002159,littletiger,3122,13ddfd62-6818-4f8c-beaf-32e757e3cd3d
201708-000832,littletree,4951,f7fc477c-0c5a-4a29-beab-e1b6c4e3a3cd
201700-003285,liu,5600,8123eb81-92b8-40fe-af52-59f976a5a10e
,liuju888,8832,d6255490-15c6-4831-9a1a-ff98e905a166
201700-001866,livingforest,2671,ad2f9ef2-3b95-44c5-b686-893340ae1b64
201700-001634,lj,2290,e95b8e75-84e4-441c-9ce4-5872a7dfdeef
,LJN0428,4797,89117e3c-b6ba-4647-afb2-01c740b165cb
201712-002689,ljs620705,7460,43740a23-d23f-49c8-b1a1-04e2912ebc83
,llwng,7447,95af3069-9b59-41ce-8af6-68e5ad0203c9
,LM001,296,4a66e470-9bbf-4926-9625-82635348fae1
,lm2539208,5795,27d8969e-ed1d-4695-beff-2168aded3686
,ln073232099,7743,ce00659a-7d2f-4004-bfdc-6886478efdc0
,lnycontainer,8560,608e2fe6-c63f-42fb-8f5e-8c3527580a60
,lobaka,4570,366e9360-cb69-4bf0-bfff-ba5457688cf8
,lobsterfood,1369,46ca8b91-d910-4ff8-a626-b6232c4aa15b
,lobsterfood03,2526,1c81b2cc-d356-4bde-bf38-b08077ef28bc
,lobsterfood05,4643,4794cdca-29fd-4cfc-951d-462c0a31a690
,lofibistro,7990,966dcfc4-d0fe-4301-9e24-c012ef7f503e
201810-015599,lofnsh,8881,02f438f3-677c-45d3-9165-efa5d0be5ff6
,loftingcoffee,4976,35003f56-de7a-48e5-bb09-cd6dcad6e8cf
201809-014741,logoscoffee,8319,4ced31d3-e37d-4e66-9410-26decf98776e
201809-014794,logytw,8533,0df62343-3a50-4ee9-ab3c-094dc83bb6f1
,lohasff001,8331,eff526e8-f8d2-4bc3-a83e-abeac17602ee
201811-016294,lohasff002,8890,ddf5e154-3c22-4975-9673-d23935eb0d72
201700-001502,LOHERB,2119,df8a5670-005b-4886-a626-9f24c4dbe9b0
201700-002762,loka,4084,953b60ad-29a9-4614-9193-24b410734a78
,lokafoodlab,458,83a4f8d1-ce3a-4c0c-9f3f-26e999d14e7c
201806-012588,lokai2998,8481,84c3f41b-faa0-4040-9d20-5c3c49142948
201700-002908,longbar,4290,971844c3-eea4-4a0e-bab9-26fe4e7ab42f
,longlife,5358,75e8ceb8-c7cb-4801-99e9-a5988e7383bb
201807-013203,longlight,7554,9917363b-c1cb-48ff-97d4-aee8292b6ce8
201700-001708,longmoon0424,2452,034f3c14-68ea-484c-9a60-798a8901548e
,longtail,4475,1e2c2e6a-72df-4702-a982-a0b7131c4f9e
201708-000967,longtrunkbc,4967,a0f4c68c-b402-4f94-900a-2cc0b6f10473
201810-015211,looloocoffee,8614,34e2fa98-7f5e-41b3-b272-79ab533b1e03
201700-001986,loop,2854,379a52c8-745e-4a19-b177-b6176610f219
201806-012496,lostandfound,7810,89632247-ab8a-4082-9652-2e3b662a6d57
201811-015781,lostgame,8731,73dec732-1f95-4cc7-8613-9fced59b0db3
,loun1118,8554,4efb4d22-521f-4fec-b8ea-54e52f9c213a
,loungertown,7328,f9c41e76-944a-4557-9fad-e361110f49ff
201700-001468,love,2043,b14a5086-fc24-4ddf-8307-504a67c6b513
,love0808,7177,3c8678c0-378c-47a0-87e5-79149baee464
201707-000202,love9527,12730,9e3cc517-130d-4b78-9fc7-2741278840c7
,loveeat123,9029,dcf68acd-920d-4b71-a5dd-cd482a1c6968
,lovefood,8127,bcef9083-39a0-4d7c-9b02-719865cffb30
201700-002136,lovefun31,3068,c9ab4889-45ce-4e79-822b-9f1ab20fcc43
,lovehome,2083,90515eb4-2358-45e1-8ed4-979b6dbc0b2f
201807-013305,lovehope,7563,3d988188-6675-4964-afa6-1224ee085cb6
,loveintheair,6820,a24ab01e-5e4b-49fd-8539-2983a34c6512
,loveintheairhualien,6821,aba70381-c63a-487f-ba3d-aff6fb8a1db9
,loveintheairtaitung,6822,1afaed94-e670-4490-afe0-24e61a7f5509
201803-010443,lovejang87,6740,afe7f89d-119b-4b79-81c9-2e69adc19655
201700-001769,lovelybistro,2522,c9e85321-1e88-4f44-9a49-a858f108a040
,lovevivian1688,5813,d73a1b42-255d-465c-934a-2c65d244a1bf
,loyalramen,7797,72bb2885-304d-4011-8774-9e6bf2a062a0
201700-002615,loyalramentw,3873,abde2276-444f-4008-8dda-2a2cfa87ce67
201700-003277,LR23387712,4832,3652baf8-d1e7-4d08-800e-7d15e1538d55
201807-013311,lr24960955,7553,cad8e61b-596e-456d-bf89-9694bd25a125
,lsandcocoffee,7159,cb3e797e-ff96-4b16-9830-22fca70ec7ce
,lsf888,5063,ac2a0741-f23f-40ea-ac11-f2ee16c486a9
201808-013761,lsxna01,8018,e7f219e0-7dd6-4b57-a8b8-e901f94e1732
,ltc,8555,a0db62e6-7177-413d-b4eb-9488b9842402
201810-015097,ltlt087706789,8334,21234a9b-4296-48a8-8198-2a9cc8fcebf5
201803-010552,lucas,7303,fd5038d0-4191-4587-8bf7-39dad290d92f
201811-016061,luceocoffee,8769,f0a38d45-2243-4b8e-aa97-5d9587c64dee
201700-000860,lucia99,1061,cee98c05-f568-491d-8ee2-103c89e9ff7b
,lucifer18,8413,b9b23691-d3d5-4234-961b-a80802537892
201809-014803,lucky7,8453,c8448860-db88-450b-b3ad-04b3426dc983
201709-001223,luckycafe,4897,e0094dcc-d33d-469f-835f-446a5537256e
201700-002279,luckyhouse,3258,ce79cb5f-1106-4d7a-8859-067b22c9b053
,lucywu1623,7130,94c65649-4fc1-4e96-a283-2c51d0159ba8
201700-000840,luguoay32,939,8c5cb9a7-a346-4b88-8050-96ad37b58f3a
201700-000175,luguocafe2004,1012,b0b101a8-6549-4278-92ed-c7cfcf1d45a9
201700-000968,luguocafeart,1241,d07fda3e-260c-49e7-8500-25aa3f1ba6e9
201700-003049,luguocafebook,4500,ac4f493b-9dba-484a-8bb1-08fd0df38fa9
201700-000312,luguocafemusic,926,894888e0-6821-4807-b851-e1de8693de99
,luhopuff,7267,62efa214-e9e7-4233-a05c-8020fc735641
,lukesbreeze,6373,4c421644-71bc-4240-9982-eb288d05e46b
201710-001710,luluwaysonggao,5190,55bc6227-4206-482d-aa81-e9d816a62aa8
201700-002764,luluyelife,4156,096029c3-7d02-46cf-aa03-32b4acf70c86
201707-000470,LUMIERE,4579,093e628c-2893-4e59-a414-3939d23734e3
201805-011893,lumierevegan,8135,f6938336-e5f0-477b-b86a-e9b400a7ff6c
,lumkafe0818,7588,99d4b0cc-6e4b-4c1a-9e24-a87d79430c4c
,lunch2018,7041,b2554cd7-96e0-4762-9da2-4c54524be4ad
,Lungo,5073,e63c039a-2469-4123-99bf-5c8907f62cf8
201700-001120,lure,1470,e2a6211d-d8ed-4ea8-a701-587e7efdd0e1
201706-000169,lutetiacafe,4610,1dc96ceb-894a-4596-8a4e-722e7d15f8bf
201700-002752,luxiverse,4075,67810d0f-17e9-4c42-8457-8fbc0ea9d33a
201804-011630,lxze01,6753,8071fa56-8eac-4008-bfbb-2c87a35fe380
201700-002085,lxzn01,2972,0610b51f-fee1-43e6-a667-0843a2bd99e9
201700-001909,lxzr01,2722,e5e220a3-9a68-4e06-b38a-0a53dc868bec
,lyonsakura,5443,d4942c20-b356-45c3-ad6e-969350967828
201804-011083,lzqinmei,7560,aa7f6407-18ae-4998-9b8d-50899f1637dc
201700-001339,lzsuncafe,1861,298ed16c-94a6-4ea6-a81b-53820d012d6a
201700-002148,macchiato,3130,8d4c7461-6b0a-43b0-b9ba-15b9b76ccfdb
,machidoggie,1106,7910ab47-e6b7-40e4-9c50-61960dad9348
,machill03,7564,52401fe2-2739-4f85-84ac-e3d374a7c6b2
,machilltn,4120,b4eb6251-dba0-45ba-971d-ca06f8c025ae
201805-011979,macsoyo,7089,424e6cf7-0aa1-4c96-bade-e358a11dc327
201810-015447,macsoyo1,8501,07e646dd-7cb5-469d-9c4c-bcb1ba3990fc
201809-014658,mad3555711,8120,3e577dd4-0cb8-4965-976d-2cece5212c8e
201700-001965,madamrose,2859,3f32764b-a277-4248-9e08-45b70df414b3
,madanla2017,5902,f8c0fb1a-b648-487f-aa04-d816e0e0e5e5
,Maddogbar,6093,79041111-f798-49c5-87d2-cc7a928bd65e
201807-013665,mademan116,7658,ce833937-3205-4c97-afa0-1926f2a6befe
201710-001773,madrid,6392,d96fa86d-a88e-4b3e-8d4b-8d9f9ed1275d
,maenamthai,6926,1b8c1345-40d5-45f9-ac54-ad4e44f02724
201808-014385,maggie0520,7963,452bdd27-9bbc-4b93-ad72-db18f998390d
201700-002507,magic,3615,b2f02e03-6531-4fc2-9173-a659166f95c2
201806-012866,magictoast,7332,a9fd1d97-059d-43ce-8748-781cae793f39
,magiko2017,4974,e8f20f57-c3d3-4e60-bde1-ad1985e429e6
201700-001461,MAGMA,2045,2c9c9444-56ac-4fe6-a4ef-2d275f5d3ddc
,magma442,3162,eaa0cc51-cbc1-485c-8f5a-47393bd4f5cd
201700-002612,magpiecafe,3938,39b6cb7d-fae3-4827-9638-dcbea3007637
,maison001,8884,e75f03f4-f914-4715-990c-3e4f8624b36e
201808-014392,maisondemonica,8021,202dd85b-6449-418b-8558-6c26e6b29d22
201700-000857,maisonthecore,1055,f14c7c6a-b691-4423-a3d4-c1dc16d10610
201801-003092,maji7766,6008,567e0090-c4c8-48e3-9013-c3ac624faf79
201700-001476,MALANAM,2049,f702787b-c490-4b09-b45d-f16ea6ac6cbe
201700-002921,malasun,4326,c8d8e3df-0f8b-4bfc-9819-68e53d81e87b
,malulian101,6309,4243b154-d11d-4015-a58f-074487918858
201809-014668,malulian1121,8211,5a1fddbf-8552-402c-b58b-eea0df4d749e
201801-003197,malulian19,6125,19ad138c-a07f-4980-b772-f3253ef0a927
201809-014670,malulian231,8175,857980ba-caaa-4c71-b038-354aa17eae3c
201807-013577,malulian65,7643,0d35f928-b2e0-4116-9c79-23a11a886d60
201806-012784,malulian79,7224,59985510-2be8-4c04-9637-c0714641701f
201809-014672,malulian9421,8284,18f55f07-1892-4d9b-97c0-fc3e33e637d9
201803-010527,mama,6954,e35cd9e0-6744-4aeb-949a-9b9b02555483
,mamaday,4501,12d4a0fd-7c15-4d90-9fe0-eb4eb3009969
201807-013435,man6999,7927,d6c3ea8c-416d-413a-a9fe-d681fd6543a4
,manage,7897,1efdc809-944a-4059-89ac-776ed7ce2db1
,manbao,8090,2b6e7ac2-1195-4b88-86e6-d5dbefe84526
201700-002678,maneekoreanfood,3972,1a45983a-8029-4617-9cab-00f3d12c0ca7
201708-001060,manibiz,5247,bcc3bd9f-53f9-4b7a-9486-67213cea2975
201700-001625,MANNA,2408,3cc1ba6a-aa6e-4261-b5ca-bbc2acf7a784
201700-001177,mannasecafe,1589,2dece401-ac63-4c2a-9b3f-59f9bcba429a
201803-011011,mano,6881,96076845-248a-42b0-8f08-1d5b7bbf1a6e
,manoodles,7542,7629c9b9-3d6b-43ca-91e2-09d94b3922bf
201802-003366,manshi,6285,521474ca-9afd-46f4-b248-39742a6f5f2a
201808-014007,mansonlin,7905,2b00db79-1e9b-4920-8976-ca84aed04cc0
201700-002149,maozhu2,4196,1fc32160-749f-487a-aa67-8f3374937d39
201700-000287,marbledot01,635,885d3fe7-7617-4852-bafe-408b0639a52e
,marche,3257,b8ba12d4-6e2e-446d-9291-635bc71894cf
201803-011025,marches,6464,cc388527-b68e-4601-a421-c1528683236b
201700-002857,marcotable,4235,1a356bd9-c84e-4029-a3d7-fc1aeef5745a
201700-000622,marcus,326,6333c40b-8bc8-4b8e-a404-70f4166652a8
201700-002407,MARCUS2,3454,e74c7167-a287-4812-9152-c904e7581e98
201709-001262,mark3139,5634,a44695f5-37d5-4fc0-8612-9df7f62f82f1
201700-003608,marktego,5310,0df0881c-4d43-4ea2-9893-ec95b102aa4f
201700-002820,MARO,4177,30dfcb99-a263-4c8a-8ac7-ff74a8d6bb2e
,mars,6799,807ff719-ce20-437c-ba9f-8249c16b7d0d
201712-002595,marsterfoods2018,5953,ef2c7a9a-f4fc-43d1-b6d8-1cfbb9294c8e
201700-001797,martine8,2568,30f173f5-7f4f-4bb6-80c9-55196767af20
201700-000405,MaruCorner,693,d2e9bd91-a97f-4326-8ef5-bba15a368617
201700-000224,marukokitchen,2601,c997b30f-3be5-4706-8155-e5e5c54a9d4e
,maryjane,6445,cfec9b30-34d4-42e0-abd3-4b2a31ed899d
,maryjaneshida,4398,a58f1cab-482d-47d6-b919-0545fabbd573
201804-011487,masaccio,6680,ca3f3f3c-fc70-4542-9608-5ce431f1d19c
201700-002618,masanyc,3631,c3ad283a-cd68-403e-b312-a3461587395f
201700-002172,MASIDA,3143,ab8e7250-da9d-4534-914d-185ee4dfa683
201801-002983,masscafe,6015,46bc5755-6a76-4c3e-b2f4-76e35bdda421
201811-016034,masterbolo1,8921,7d2307fd-217c-4d68-b046-cfc6dfd39281
201700-001007,mastercafe,1300,4936de27-2dec-4730-91be-559e60626f5e
201706-000176,masterdumplings,4640,7b4f2df7-3f92-4871-9877-6b0f48fc8188
201700-002910,masternoodle,4349,2f2ee5ae-5fa9-44b7-907c-15daf872d836
201712-002510,masternoodle1,5635,dc23beb9-ca93-44c8-b538-182ddb030c03
201700-000325,masterspicy,228,47688150-c706-4536-b795-eaa28cf32000
,matchmarket,5327,301b789a-d25e-4cbb-b8c5-1909c3c91a55
201810-015093,matecafe,8422,1a2d0aed-24e4-4756-82eb-10e7540c8cb0
,matsumura103,5888,f55ba38b-a68e-41d7-becf-79f7b3335eb0
201700-002900,matter,4318,5348cfe3-faea-4ff9-826b-57012a30c775
,mattone,6993,54cd1aee-e1a1-4269-b866-6abad0212551
201700-002350,MATUREDSWEETCAFE,3698,e8500dcf-458b-453d-ad50-7da2d6176a89
201700-001858,maven,2667,1a89fed6-5aca-4b27-86a5-b0cd9ce551fe
,maxlee,7219,83211188-7475-49a8-b6f6-bf33c4a1e33c
,maybe19038,6904,f92af7de-2ffa-4f19-92b7-3c2dc00ed355
,maybecafe,7568,3c5d78cc-88c2-46fb-b7d4-87bbc2475cc7
,maymind7792,8681,c5157ffd-34cb-4cbe-95be-e4d5551b8562
,maysketofood,8019,32be51bb-462c-4081-95fc-3243da9932ef
201700-003283,maysnow,4829,c1fd30d2-b5ae-43cc-8bbe-38475f054e90
,mazendo12,17877,21b53531-9a14-4618-9efa-6284bdeb3ffb
,mazendo2,18170,00e840be-7efd-4d9b-a8bc-b7271c0b6dd5
,mazendo4,34,41b4b411-b768-4dd4-991c-6bb0463baaa7
201700-001420,mazendo5,1980,a18fa6aa-d10b-407e-a2e6-aa63fc511728
201700-003303,mazendo7,4791,0746da58-1dbf-4e9d-8b14-8eaeeeb1b74a
201711-001889,mazendo8,17873,eb1a17d4-58d5-4b3d-ba9a-a416508d013a
201800-006000,mazendo9,17874,88b5e1f6-729c-4b46-93c2-0f8702035ef2
,mbirdwo,4718,e62635ad-ec0f-408e-ac70-ff2204843f36
,mbirdwokz,6635,efc3db49-f681-4e54-85d5-d7b0d8d09a1b
201700-002523,meatlove,3642,2539af50-63a9-4acd-8e6e-d104b2c34822
,meatsandwich,4778,258dbe58-8639-4791-adf7-ee467697d546
,MEATTIME,5268,288f38ca-a796-4ced-a5bd-f2f5d039147e
201700-001574,meatup,2210,0b040624-36bf-4032-ab3f-2db65de1fc2d
,Medici237,870,7c5fc162-55ff-4a8b-beaf-9826c7d3e846
201807-013171,meelang18,7641,a8d4b527-7a13-459e-a3fb-1b5865c8cd5d
,meetfunstore,6699,b8a060a5-705b-4044-a945-2e48eb243f07
,MEGA106,5154,992b7a1e-5a98-417e-a24e-e4c9a9970ba8
201700-002568,meghaduta,3703,79c7a458-d789-4498-945e-8efc11af979c
201711-002140,meilicafe,6027,07a447e6-d750-40cf-81a0-1a5e31d67e14
201802-010248,meiligreen,6166,07704882-812c-474e-b37b-145be1a7a1fa
201700-000115,meilitree,1077,31b119be-3ede-49a7-9bc5-b5a37e3c7fde
,meimax01,7712,a904d531-96f0-4192-95ed-c5bf7314cb37
201806-012955,meistay,7382,8ace7746-5544-42c0-99f3-6b987c165e91
201707-000279,memory1688,4646,625dd00f-d51b-42b2-9fdb-abd51a620535
201707-000584,mengok,4589,f96456bd-d4de-4a29-8d8a-b0b27ee337f7
,mensunocafe,6443,7fdfd3b0-d2da-4fad-b2a7-5fc40535a308
,menu1157,5725,cbd85da0-0a58-45b9-aed3-272639b82e57
,meowgcafe,398,381bba9b-587b-4615-a349-826d1864c630
201801-002848,mercicafe,6113,2f155847-95de-46d1-8006-4388410aebc4
201809-014452,mermaidcafe,8287,78f82d35-ad92-4b7b-a1f0-cc89bf8b3a9e
201700-000760,mesocafeno10,760,243a7b31-0cee-4548-a660-d5b98464575a
,messie800,6069,4583a020-e397-4296-ae63-544e72716a23
,meta,7171,726b125f-da28-4329-ad47-8280012ba242
201801-002973,METCAT,6050,4d29f8ce-c75b-4e23-89b0-3fbe077af1c1
201808-014317,metime,8191,7a76e49c-fe68-4279-9988-c07019bf0627
201700-000116,metrocafepa,224,0f26ea1b-1899-4fec-be24-246e9f9ecf45
201804-011588,metrue,6946,a3373e43-5634-4c71-ad36-9f9cfc45a81f
,MF2017,5775,6f37b30a-bd27-40d6-af7d-35ca40289234
201712-002694,mf5366780,5824,0be958a4-b786-4877-a316-847561758b0b
,mgfkkpaul,6708,46711399-ca60-432f-8f89-99670dfa757c
201700-001757,mgfkrpaul,2498,6e99befe-672f-4792-8e39-e3c9651b81e2
201802-003360,mgm25,8971,188fcc6a-d03f-453a-9b62-7ddadeedaf0c
201711-001986,MH0003,5565,71cbfc9c-505f-473e-8651-0d1cd0b4186c
,MH0004,5897,6f46f69f-c39c-4dcd-97c3-57e744a4dc67
,mhg54271423,8992,6c42b395-0012-4ac6-9d17-20c3b8f5377e
,mhhs322ch,3041,49dcee12-15d6-435b-b93a-551175da7d19
201700-000934,mhouse,1190,89b6b7fc-6c3a-45a4-ab1c-3089673a89e7
,mianguozi,1834,7bc15120-a316-4436-89a1-9efb69c4f5a6
201805-011759,miban,7273,65409c8e-8f87-4455-b9d3-39cc0af69410
